,content
26125,pink bubble baths and champs
18071,@ElZorro: &quot;&quot;UB40-&quot;Bring Me Your Cup&quot;&quot;&quot;  ? http://blip.fm/~7af72
38954,"@nocas jï¿½ estou a ver que sim  , aqui - http://en.wikipedia.org/wiki/Mother's_day#Dates_around_the_world"
23866,@RosieCooper We said anyone could &quot;write one&quot;...those special 10 selected are - of course - chosen because they are OUTSTANDING!
31940,@davidteran haha I wish! I have a BFA in photography now.
24401,GOOD LUCK ON FINALS EVERYONE!!!!!!!!!!!!!!!!!
19267,@lindyhot oh noo.. i cant see it
36592,Cock Please
7868,We're dealing with Overactive Let-Down right now.   http://bit.ly/9ydHU
39497,HAPPY MOTHER'S DAYYY!
24100,@Devinwade heyyyyyyyyyyy! Look who it is
17188,"went to galveston, want to go back"
26821,@easytouch lets go home
18166,@loldarian OMG SO srry to hear that
22001,learning how to use twitter
23505,@iamkryssa twitter does not suck missy love you
24123,my mum thought that my brother laughing was the cat about the throw up... smooth
35273,"@pjhoody &quot;It's your birthday, so I know you wanna riiidddddeeee out!&quot; Have fun in the club"
3013,I wish I had a concept of what time it is right now....  not adjusting well. Obvs.
22965,it is so cute watching Matt play with the Wii as I do some work
29415,Swimming party at my brothers tonight. I had an AWESOME time.  Since when am I a sissy about cold water?  Who am I?    LOVED TODAY!!!
34609,I ... think ... I read 'strawberries'  its hard to have a fav char in your comics: I like bad rabbit and the 'stud' chic - sent to kid
34194,is bored Riah fell asleep and now I have nothing to do maybe I will go to bed good night
1891,is finally gotten online after logging 200km over the last two days on errands as the family driver  http://plurk.com/p/wxz12
7511,"Today in the friendly game one asshole hit me in the knee. Now, I'm lying in bed with a heating cream (stinks) and ice. bore very much"
1418,@viintagedresses aww poor Caity  :L add people n they will add you
204,is a bad friend
24345,in the mood to listen to some Reg stuff  (Sir told me: U used to be a huge fan of mine but now it seems you've... http://ff.im/2zaF4
6334,@wendydoeswaco Beatrice?? I don't remember his guide
13729,@ the office craving ice cream
35822,"@rhettroberts haha no, I was referring to the band... http://www.myspace.com/lcdsoundsystem"
39963,THE VIDEO IS FINALLY DONE WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO!
8723,@babyblueonline omg I'm so sorry to hear that!  If you really need to talk to someone I'm always on here. I'm a shoulder you lean on
6069,@churchpunkmom We've got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.
29600,I am chillin w/ my homies
1141,@DHughesy ME! I wanted to go.
3132,watched the Bones finale last night in the UK &amp; it rocked!! oh how much I missed Zack!!!  @EricMillegan is so freakin' awesome &lt;3
27178,@gfalcone601 salt and vinegar
34433,OMG.. THIS ONE??? YESSSSS love this Danny song
38157,"@firequinito From the champion team in the defunct MBA, Cebu Gems!"
24677,snowbear has finally come out...congrats che and warren
37433,@christay0102 that sounds awesome..
21239,is soooo over school...maybe sick..all week *evil laugh*
15016,@travisricejr Because the ferry that was supposed to take us out changed their schedule. So now I have to fly out on June 30 on a red eye
33837,"Orange/Pineapple/Banana smoothie after a very long, very hard day = HEAVEN!"
5137,@hoezay__x3 trueee
23373,"@kontorrecords yes i do, how can I not?"
31061,@kimberlyhopkins probably...why not!
12860,@djirie  that would mean me babe! but Fcuk it my name @rozoonthego is SUPER FREAKIN COOL! I give myself a pass! HA!
4556,@Sadandbeautiful That sucks about your prints. Sorry
33716,"Oh! Northern Downpour was just on the radio! I mean, not from the CD or anything. But the normal radio station! Woohoo."
37636,@Tegs03 bahah that would be really funny she would be really cut haha
33886,Happy Mothers Day to all of the moms out there
11286,the japanese exchange student is the cutest thing i've ever seen. seriously HAHA i want to put her in my pocket&amp;keep her D:
8456,"@Galia ouch!! Applied Ec over the summer? And no graduation, then?  *hug*"
32982,@jphauk huh what the fuck? Smelly? Noooo. I love alex Vixon
16481,"Really missing hockey already.  Off for a night in Dtn Naperville.  Can't wait for the day off tomorrow,  I have to work Sunday."
11214,"amazing, my brand new PARI neb broke. go figure. and it's the weekend. looks like i won't be getting another one until next week.  *sigh*"
13368,@JessikaSay awwwh - i'm sorry  i hope you fell better - watch a film ?
12071,"@rockinbobyn That movie looks VERY cute, and funny. I never get to go to the movies."
15013,@NLtommy nope  don't think I will. Thnx for asking lol I will be fine
11356,"Work, work. Me not that kind o' orc."
21835,Dump your worries in the Stress Fire. Fun and profoundly freeing  http://budurl.com/c765
21064,@StaceyFarina Hah! Thanks.
24457,@HamzaZafar That's the problem. DNS isn't working  uTorrent and DestroyTwitter are working while everything else is down.
19583,*sigh* another two out fly out for Papi
32757,About to leave the fights. I'm tired and my voice hurts.
17776,I'm at work!!!! Ugghhhhh someone save me now
22319,I'm medal drivin'  home in 3 hours!
7679,She didn't make the challenge
39462,@PicSeshu there u go
10539,@Tamsin1234 and I didn't get your myspak comment  big sad
6861,im so stressed out.  will anything get any better *sigh*
14544,@mosaicbooks and now they are one. To become a bigger pain.
19493,@BSBVBK im trying to fix it.. it doesnt do it  and its &quot;ahi dios mio&quot; but u did good lol
2290,i feel less than nothin'.. lower than zero..
9987,The only thing I hate about Playoff Pens hockey is how much the tickets are! I wanted to go to a game but there 300$ a ticket
14413,EMO moment!!  Just said good bye to my best friends EVER! But we'll meet again for sure!
31663,downloading apps for my iphone
38559,@pntbtrkisses LMAO...but you'll still have me! I am thoroughly enjoying our conversation
26554,jb are so cute!  lmfao -giggles-
18307,Ugh work sucks. I could be with sher right now
19375,I think my phone has officially bit the dust.
17110,I am so glad it's Friday. I just got off work and I'm so tired.
615,finished a whole box of ice cream
24270,Monday...Funday!  Wake up people...and keep me awake please   Today is going to be a long one..I can already feel it. Eww
35393,"tried oprahs free unfried kfc and loved it  i went back for another try and topped it with boba and wolverine.Chilled with pope,dave,ben"
8074,At the doctors office woooo so much fun. Have to go back to wotk after this cant afford to be off.
1763,"@Lacrimae Pfft, there you go with the logic again!"
6479,@sirhova I was supposed to go to philly as well....bailed out last minute
27430,"Yum, just had a mickeyDs eggmcmuffin. McYum"
31309,"41 Followers? Random people, but okay!"
39457,Happy Mothers Day to all Mom's
26181,@WorkInColour It was a pain worse then death!  The Dell is just a boat anchor with a power cord or a very ugly paperweight!
21762,"@Appledoe Mmmm, I had honey mustard chicken w/ rice &amp; veges"
20684,is at home
7857,feels ..my cousin is a monkey  http://plurk.com/p/x23pa
34684,@BumbleBeeBree He says thank you
26036,asks thnx for gritiNg    take caRE Too  God BleSS http://plurk.com/p/rqo76
6572,TGIF Resto here at home is dayuummm expensive!
22361,Thank God @aravindkumar is a sport and doesnt take offence in my jokes  Unlike the three good friends who have stopped talking to me!
38395,@AmyMeredithband amy meredith has a soccer team? well i also have news about soccer. my team won aswell!!  xx
10354,I have to wait until I get home to watch the New Moon trailer clip. Stupid work Internet access restrictions
3851,@bagginsboy oh yes. There was no feasts left
2954,Why didn't I book today off as well could not be bothered with work the weather is too good to be in here
19433,My picture won't update.
30978,@christyharrison iloveyoumoreeee
29954,@packers4 That's interesting to know... thanks
20192,...love and wanted to share with my followers. feeling inspirational. ive had a long day.
17225,"@CurvaceousDee aw, gutted"
6246,@roxeecruz ur linky no worky
22645,"She got it , ohh baby she got it.SINGAPORE I'm going to rock your city"
12711,@mitchelmusso dam living in england  x
37833,SFTW &amp; pot of tea
39247,Signing out for the night - have a good Sunday night all
23435,@StaciJShelton Well tell me what fashion tips you need and I'm your woman  hehehe
9201,@ work....boyz make me sick..
9335,Is at work  ohwell need money so : D
29790,There's just something about a sexy blonde cowgirl rubbing herself in a field  http://worldsbestpornmovies.com/faithmov3.htm
21581,@AmyatQ13 @borborigma I agree about the redesigned Q13 site! Looks great on computer &amp; phone.
12024,i hate parents
37334,dice watching Heroes again.  http://plurk.com/p/svhvh
8772,Evenin' tweeties. Phew it's been hot! Not that I'm complaining. Walked 4 miles into town today and felt all hot 'n sweaty   Was nice tho.
29479,Eating at Zippys with candace!
9932,@vessel2219 of course
28000,"@AnnebrittB slaying dragons &amp; rescue innocents, this could be a good life movie   Make sure to take a camara and film!!!!"
15192,@shivface oh my god im sooooooooo sick  help me
686,@JetWolf I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss
33099,"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)&lt;3 In addition,gray matters is one of the cutest movies ever!!"
2398,*sigh* i always disappoint people who get in my way...  everyone .. i'm OUT.. i might disappoint everyone else here..
30257,@mcraddictal
4119,don't want to go to work tonight
24402,@aulia &quot;alternate means of acquisition&quot; sounds sorta noble
19547,"a reply from @zackalltimelow would  make my life, he replies usually to the people who call him gay, then he tells them he willblok them"
31765,Heading downtown! Drinks and dancing!!
25097,"Oh my Gosh,so close to finishing my song! I can't wait!"
28127,Day of writing
23088,Had to play one more and share the vibe of this song. Something about it jus' brings out the feel good.   Ta... ? http://blip.fm/~5jh0u
31585,@pageoneresults more seo voodoo  Google has your cache. NOARCHIVE only hides it from users.
20340,@niuts14 Our weekend was also great... two friends of Julia were here for four days...
3500,"It's a beautiful day outside today, shame I'm stuck in the office with the blinds shut to stop glare."
34328,is about to go buy his mother a mother's day gift
13085,"@Maliceve yeah mine is stubborn too.  you just gotta keep trying until it does, no way around it"
2400,"@ajaedandridge  ummm...last night when I DM'd you, you said it was a &quot;good&quot; question."
34380,Had a lovely day with mama cuppy
7946,wants cookie
39555,OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da
29215,@deiu you guys are moving to LA?! Why so far? But we shall make a castle before you leave!
23523,@bsweens haha they might! good luck if you're taking it as well  i'm hoping I get a 1 for putting my name down
2483,"@ELJmcfly Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK"
32993,Wal mart
26400,@Sheamus Many thanks!
6521,"@jodiekearns I'm there all weekend, expecting it to be way too hot"
38,has work this afternoon
1078,Good morning my sexy twitter how's yall doing??? I'm gd but it's like 7:49am n I still wanna sleep
3398,jerk josh! didn't even come meet me  - im thinking of a number guess ?
8049,@HypeDaGreat Oh ok. I&quot;m @ work so no playing for me til later  lol.
28065,I wish I had a friend that was a chiropractor
36873,@RetroRewind How much longer is the NKOTB Block Party? Love it! I need to go to bed so just wondering what time it's over..LOL..thanks!
23048,Apparently it's #starwarsday
10335,@cascandar We are working
37594,"barely awake, eating breakfast.. marathon morning!   Good luck to all the racers, and happy Mother's Day!"
23325,I am going to start using @1Password for fast access to m.twitter.com at school
20505,"Do you have a chronic illness blog? Let me know, I'll post your link on my own  www.ptsici.blogspot.com"
15542,@FilmsRUs oh 2mrw? Yea I won't b there  but maybe next time
37241,"@StampfliTurci  yes I can imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sunday"
28024,is thinking about &quot;magnetism and spiritual equilibrium.&quot; My do you alcoholics have a way with words!
18478,7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.
21976,@juicebox07 i know how annoying that can be!  but theres a german saying'pleasant anticipation is the greatest pleasure'(own translation)
26964,@declercq I thought you might like that  Getting ready to see me in a few weeks?
13728,ughh feel rubbish
26167,Busy week this week; quick trip to chase some oil and gas in htown and then back to office for fun week with the devel team
26543,@bigbrovar what have you been up to ?
36409,thanx @MsLaurenLondon
19359,@danachs I am lost. Please help me find a good home.
10164,"Sometimes games are cruel because they're not real... like last night when I won $128,600 on Wheel of Fortune"
11475,"I've knack my iphone, I got melted chocolate into the speaker, I now can't hear it when it rings"
12107,"Is Watching Britains Got Talent, &amp; Is biting her nails. Please don't come off black nail varnish"
22944,"@alittlelesskaty Hey, u like FOB 2! Follow me, luv 2 talk more, looking 4 frineds + followers!  ~Ellen~"
12735,Zac Brown is in Virginia Beach and I'll be in NoVA
14080,I need to relocate to the west coast.. This weather here is killin me!!!
33329,@patricklanglois http://twitpic.com/4w52z - i bet you ate and missed the brazilian bbq  and i also bet you guys played wii (mostly bec ...
36254,@ZnaTrainer Ahhh Music to my ears!
36532,happy mothers day to all the baby mommasss! rofl
34364,11:11 pm Perrrfect universal alignment.    &lt;33
9458,Allergies suck... My eyes r even mor red than they were b4.  I think I'll stay inside 2day
9669,"@_ophelia Oh, Hamletgasm! I hate having to work 12 hours today!How utterly crap, I miss everything! [managed forum for 5 min on break  ]"
11355,@Moderorated: Where are you?
22652,@Emmieman and what a scary reflection it was! thought you were going to wizz your pants
1612,i mean monday take the test monday!!!! please o please !
30769,Rox was funn . Amii and Bailey are here
13019,dangit. LSU w/ a 7-spot in B7 now leads Southern 8-2.  Was intentionally not mentioning anything and it got jinxed anyhow.
17302,"I have an awesome picture of happy pint, but it's not sending"
35921,"@kryanth heh, you seem to have a complex about your iPhone jealousy. This self-denial is harmful! Just let it out."
35784,I want some candy!!!
18566,@BrittneyCash Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml
6794,Anybody seen @MissPlush??? Where is my Twinster
13028,i feel very ill. i think im dehydrated
30706,goin to sleep busy day tmrw!
19767,"Always I listen that song I start crying, It makes me remember moments with my friends at primary school"
37378,I am trying to figure out how to use Twitter
20837,@Icethevillain DAMMIT! lets have a private session
27150,internship day #1 - to thee hospital i go.
38935,@katieinthehat The one and the same! Should be a good gig
6209,@Spitphyre well good luck with #twpp in an hours time i think i will be on my way home  have fun!
33698,Candle wax is very enjoyable.
10543,"@tahninial nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed"
24774,@BeckySmithster  let's hope so
10113,Busy friday. I got lots to do and a game tonight. 8:15 at McNair! Last AP Lit and Gym today
17254,@charlieks @tonita_face @emmaleeks and nana.wish i was there last night
35313,@jespern Oops! I got taken ...
11052,walking past the school i went to junior high in as it's being torn down
2833,"@fuckbomb awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL."
31607,@P_LOCA thank you babe  What are you doin this evening?
19416,"She tells me that she feels miserable, so at least it's mutual."
4407,@fluBALLOW mean
12770,Omg i'm going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex&lt;3
12906,@brran1 that really sucks - I think I might cry if I skipped over anything important I don't have. Comps are getting to be disposable
5332,Gah the sunlight is so bright today it's giving me a headache  Resorted to wearing new sunglasses
20963,If I loved this any more I'd streak thru the hood damnit ! I'm pumped
17298,"@JRKNaughtyAngel You lucky girl! I also wanna see them (again LOL) I wish they'd come to europe again, but I doubt that"
23226,I just got a twitter account
31482,"Noticed Wellwood has all his teeth in tonight, that's nice"
19348,Lots of noisy peeps outside
21258,Download movie  Dollhouse http://tinyurl.com/crbe6n cool #movie
20858,Is ending the day with another walk nice walk and then some gelato
20017,character designs complete! .... in about a week we'll give another sneak peak... stay posted!
5334,"@HelloHolland noooo, why!!  what are you gonna do there? wandelweekend??"
30753,@sheasylvia Sometimes I wish Twitter had Facebook's &quot;like&quot; just so I could give you a thumbs up. Great job either way  - I suck too btw
12433,@FionaKyle didn't have my camera with me  totally regretting it now!
10620,"@GaltsGhost LMAO shush. with my illness comes the joys of multiple mouth ulcers, and i think they are coming back  they JUST healed"
24092,@OceanCity thank you.  we had a blast
17021,@souljaboytellem hell yea its hot here  i miss cali
2134,Watched The Notebook last night.... Wahhhhhhh!  V good.  Cried my eyes out!  Maybe a bit too close to home I think.    Go watch!
36245,@Lil_Shawn when do you go back home? Want to see ya B4 u leave Homie
23544,"midday and a half, time for lunch"
14277,"@Impala_Guy Yeah unfortunately  The flight is most expensive.....the rest is not so bad - the flight is ca. USD 800 - 900,--"
37142,@spmwinkel Didn't realize you were that young! Advanced Happy Birthday Stefan. MTFBWY... Always!
17491,@MrMarcusX was jst out there wednesday
23698,"@Kohmahts be clear, I am Catholic, but wholeheartedly agree with you.  (&quot;Same here&quot; was ambiguous) #tcot #hhrs"
10715,@stephenjerzak awww i didnt pass my speech
27822,"@raihanamcfly LOL! salivary gland?? frm those little flies?? no way!  alison=drama queen  oh no, ur brain hurts? a new brain is growing!"
10872,"bored, everyone has a social life except me, and i'm babysitting my brothers tonight til 10 and i dunno if ill be allowed out after that"
39552,@c_j_davies Maybe it's time for Judith to step up to the plate then
19816,@richardAmills ugh im not a vip  im always vippppppp
1211,Week-end is over and now it's time to get back to work
21982,relaxing fragrances are SOO IN! my latest loves are still lavender &amp; chamomile--the basic ones  trying to find more flower scents..
10446,Want to hang out with beth and tenaya and their hubbys tonight....but jon wants to hang out with some other people
7604,I want to party down!
7961,@ashleytisdale Ahhh I am sooo happy Ashley Tisdale is in Germany but I am not in Oberhausen...  But i will show it in the TV at 8 o' clock
28052,@electricbluebrd Aw thank you. I suppose it's a good thing since it means more tweeting.
3881,a dog got hit by a car in front of jamies house
3885,@mikeavila ack! I just read about your show  that's horrible!!! No accounting for taste.
29564,@mantia a mouth for sure
22642,haappy bank holiday  2 weeeeks. aah!
18664,@lostalone So wish we could all be there
22118,"just got up, couldn't sleep anymore i guess and im not really gonna go back to bed, im not really sleepy"
1794,Hitting the docks soon.
28755,@lilcdawg its because we run on CPT!!!
31420,@flybabymoni Well the one thing where you lay on the floor I couldn't do all of them....I'm very out of shape
34151,"@ShawnRobinson thanks for the follow, your family photo is beautiful  happy mother's day to your wife!"
33634,Guess it was too much to hope for me to have a nice relaxing Mothers Day!... Happy Mothers Day mommies
32388,Done studying bout the earth
28221,"hey peoples, dont you just hate being grounded haha, im just sat eating an apple and watching death note (some anime)"
17,So sleepy again and it's not even that late. I fail once again.
14894,good day in the sun... little bit burnt tho... well actualy quite alot  very sore  heh
33957,@justinbrighten happy birthday justin! have a lof of fun!!! God bless
17777,i dont wanna miss the laker game tonight! i'm so sad
6359,French isn't meant to be taught to asians
39103,YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.
15530,no longer works at swiss chalet
23227,"@Yassak you hate her, I love her.  presentation got cancelled. I got up at 0600 and went in to work today for this pitch !"
25415,Watching good morning america
34013,@FrankIero Thats amazing quote indeed.Btw Have a nice weekend  !
4510,"If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I'll be sad."
6875,@belfair_rocks I WISH he could fix this dang thing!!!
11986,So hyped about E3. I wish I could go...
17212,"Missed Britain's Got Talent tonight, but I heard who got through &amp; what happend. Gutted that Greg Pritchard didn't make it"
17195,"is disappointed to learn Newark, OH cancelled their july 4 fireworks due to the economy"
390,i feel like I'm on house arrest.
33197,@musicsinmysoul_ http://twitpic.com/4wi78 - hmm thats the BU tour list...but thats so cool!  and why does it say 2008?...
10196,My Respect For Travis Clark Has Gone Down 7.5 Notches
12726,"@Bvictor Nerves I think, Im not sure"
1063,@craftjoshua I CAN'T!!! My heart aches for her children  I wanna adopt alexis
26522,YAY!  A bright and shiny new week to play with
22911,@aquapunk @_Mintyfresh Thanks very much!!
16272,my sleeping child does not want to wake up.....she will be up all night now
20643,@zoeatthedisco lol hell yes i'm keen. WE'RE GOING SKIING AT TREBLE CONE SOMETIME THIS WINTER
21078,Awaiting to watch lfctv @ 10am  liverpool vs newcastle game from yesterday!
11350,@shaydakiss doesnt look good  we have to go burn some lampions
30203,@NA617_NKOTB LOL you r not a loser u drove 8 hours in a day.. U need rest  of was it 2 days? I'm still tired lol
11615,@fpudude10 its so sad how dead it is.
376,feels sick to my stomach and idkk whyy
25162,@ChrisCuomo http://twitpic.com/4jf4m - Very interesting head gear. lol.
7168,"@geekandahalf I'm not donating sweetie, I was at the doctor."
7660,cant decide on wht i wanna do with the rest of my day...i think i may go bk 2 sleep  woe is me! uugghh! lol
39218,@JPMizDELiCiOUS  hii
24300,"@error505 Yeah, and apparently so were you. But then you removed it..."
37302,about to have some cake for my sister's birthday
33276,OFFICIALLY booked for seattle with @cfine1 and @ebotkin12 it's going to be THE best birthday weekend EVER!  @bradlawrence :you made me sad
33246,watching &quot;Look for a Star&quot; with mom again  lub ah C hehe
35515,Waiting for the bus back from cripple creek to pick up the twizzler town seems kinda quiet tonite    *rolynn719*
31909,happy mother's day to all the mommies!!!!!
15321,Leaving Wildwood tomorrow  but Luke says we will be back soon!
23306,"@guybatty Yes,it's beautiful and i'm fortunate to live in the thick of it..Very relaxing"
11998,God i'm so sleepy today I can barely focus
12374,Okay gots to go and now for the first time since it started will miss the Block Party on @retrorewind
21987,all time low mean so fucking much to me. i hope i get to see them in june. it would be so awesome. gaskarth is amazing
37634,@MrsMW Really worth watching at the cinema.  Mum really enjoyed it
34524,"@Lozingsleep Damn, that charming skater look is kind of....HOT! A hot mess  Catherine pls don't hate me for hitting on your friends. tnx"
3994,"Goooooodmoring , I don't want to be up I am YAT   happy birthday again @its_aygee !"
33650,Making egg tart &amp; Chinese egg pudding. Yum
19390,Making a list of SiC 2009 attendances
17004,@mitchelmusso I cant call you from Europe
990,I can't sleep. I can't find my grandmother's quilt or locket. I'm sick at myself cause I may have lost them somehow. Or they were stolen
34294,Goin to bed... Finally. So sleepy! *Happy mothers day!*
5294,"@theguigirl Awwww...thanks!! ;) Unfortunately, everything closes at 4pm in Sweden on a friday. Presentation is 9am Monday."
28648,"watching Cavs game. LeBron James, my newest love!  36 pts for Cavs, 17 by LeBron!"
24763,back from the yoga retreat. I recommend this to everyone
39376,@MrCrunchiebar  love the new pic! Isn't the sunny sky nice!
5864,@crapsticks how do i make it better after being robbed of 1m.
19849,Waiting for the dang pizza to cook. It's almost 9 and we still have not eaten wifey fail. Did I mention I feel like crap
28822,Laying in the bed boreddddd looking through old cookbooks for new recipes
18528,@BuddyTV Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.
7655,@BrinnaBarlow try being my height in small cars  not much fun specially on bumbpy country roads! haha
5883,I'm super hungry! Waiting for my biotch to feed me.
13686,"Needs to 'unfollow' some tweeps, its not that I dislike you but I can't keep up with you tweeting literally every 2 minutes! Sorry"
23103,"@brettdennen 'discovered' you at the fray last night, nice music. then saw your vlogs. really, so whack."
30436,@SHCollectibles Aww Thanks!    Glad I appreciated the weather so much yesterday!
19000,"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool...."
5299,I gotta do my assignments tomorrow  OMG mackillop has swine
20889,"@techvideo Hi, I teach some Chinese lessons on youtube... Feel free to have a look  www.youtube.com/ChineseLearn"
3969,"@i_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you &amp; @cdeocampo"
9025,@te0h hahah no not that valley. that's cool valley. texas valley. like...rio grande valley. ahhaha i wish i lived in california valley
7026,Been working on my freakin' computer trying to save stuff on a harddrive and it seems I failed miserably.
16045,yeah its Friday! I thought my sis was coming into town turns out she is not!!  so sad! i miss my babies!!!
37035,(@amandastorlie) Shut up and put your money where your mouth is thats what you get for waking up in vegas
20984,@amber_benson You are an absolute legend! Love love love it
23429,made my pin hole camera todaaaaay. need to get some film now!  http://tinyurl.com/cw8wp2
9889,@so_precious06 sooo mad
23070,"@DHughesy nah, you're just altered forever   Enjoy."
11347,@Saaaandra I want to go with you !  But I'm tierd....
26869,@parkpr 36 years young....
15170,"@mileycyrus Miley!!! I Heard You Have Never Been To A Prom  I Would Have Invited You To Mine If I Knew, We Could Arrange Another One? x"
10862,Sorry. Just think - 2.5 hrs till 2 days off!
35258,Fuckin padtron  con sheila.neil.gio.dex.wongo.poncho.bebo.ant.lulu&amp;therest of the niggasz
30393,"10pm tonight, International Space Station will by over head, through most of Texas at least"
25089,"@skinnylaminx saw a whole lot of your stuff at Africa Joy Casterbridge Farm, White River in Mpumalanga.was quite thrilled to see ur stuff"
14971,Preston stayed home and I don't know why
18252,"@tellie_jean Now that I think about it, when I get to the States, they'll probably still be touring, so they won't be there  Dammit!"
5474,@CaityKaboom so sad i have to pay $60
33674,@angrya ps love the new profile pic!
7523,is becoming edgy bcause the lappy has not arrive yet
5429,I have to go to work now.
39705,"@JamesHancox i don't know why but, i can only find miss matched socks during winter. i mean, where do they all go?"
17208,94 more days till BH comes back to LA
15929,@AngieBeyince damn no dublin
25008,is going out for dinner... just the two of us... niceeeee
29466,@monchalee *hugs* im glad you got to spend time with your mom.  if your free tonight drop by for some spaghetti
29900,"@RebeccaNavarro @banditTA00 sorry, I'm back.. food was calling my name..lol..all is good here  and HI! , sorry I haven't said sooner lol"
18216,left my phone at home and wont get it back till 4am. dont call me!!
35355,@peter_rabbit_ I have been begining to think you are showing signs of becoming a sped haha  Love ya!
22629,@allthatglitrs21 - 21 days to go  Happy birthday for then
27681,"@Isapersefone D Well, if you got that DVD then you should get those books too!"
24867,"@Runningfrommich, &lt;3 x9999999."
37250,@timmcclintock gasp!!! I love it!!! Thank you so much for sharing Tim!!
30004,@alyssaisntcool hahah  i loveeee him though.
5629,@DanKalbacher It won't EVER happen again...I feel like I let my team down
37289,brendon thinks i'm lame..but i'm just drunk!
8711,"@NeilDavidson happened about three weeks ago. Why, is there a serial card fraudster on the loose?"
19463,@HeatherShorter wish I had something to toast with .... but all i have is a glass of water
17223,@drewryanscott LIKE U SAID &quot;GIVE TC A CHANCE!&quot; WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC
31056,@littlereddr WHAT! That's a sin!
25173,"@afwife08 Good Morning, good wakeup music"
37126,It's agreed if i find out who this girl was I'll punch her from everybody  xxx
27275,@mbloomer64 awww. If I coukd send it from my phone I would. What kind of flair would you like?
177,"@jaychuck Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards"
28964,"@mediocrefilms Yes, that does sound like a distinct advantage. Fortunately, I enjoy being female."
18193,"@madpierrot im sure  s'okay, ill save my $$ and before u know it weiss will be mine."
11285,"I started X-Slimmer at eight this morning, it's still going  I hate that it always want's my friggin password."
20406,@johna404 Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
16038,Aww chamber callbacks... Soo emotional
18322,"went on a long 10 mile bike ride today, then it started raining"
13752,"@misspache  Ya, it was pretty bad. Not sure when I will get to go visit. We have been super busy lately."
11402,@melzygirl you have no interview today?
1474,"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it wealthed that much money..  hate that hairdresser~~;("
5815,@MaXXXimumMyra I am lost. Please help me find a good home.
2479,@wilw wtf pogs are back too?
20698,"@kyleandjackieo or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song"
15299,So my first aid shift started out with some excitement but now it's kinda died down...  I wish I could do this more often!
2230,is bored at school and my throat it swollen
26556,"@petercoffin Maybe if we pass a lay making the #swineflu illegal, law abiding citizens won't get it"
891,Eh.. it's cold
28073,@bonobo_fr Yes I saw the Village but the restaurant in the Village Square has a sign above it that reads &quot;Digestif.&quot;
38748,changed my h/p number go online msn messenger to see
2797,In trouble - I haven't finished reading Crow Road  Book Club's off for me today I'm afraid. Lazy mare.
9232,Appreciation lunch at work. Good food! But sucks being here on my day off lol
12689,@gfalcone601 bless her lil socks... think they need to rethink the age thing me
39515,Yes - before you say it - I know I split a train of thought over three tweets. I think the last time was summer '08. It happens sometimes
27656,time to hit the study notes! prep for friday's exam!
8953,"@debbieseraphina not very effective for me  i am stuck! i either sit up, let it cramp or lie down and pay the consequence later. EEPS!"
34074,Thank you for the advice   I'll work on that when Im not at work.
1535,@avrilchan never invite
23282,eating breakfast  getting ready to go to school ;(
5837,why are matters of the heart so complicated?
12403,ughhh. i think my plans are ruined. i was excited too.
2835,gawd the rain is too strong
14641,Zach G. gets an extensive profile in this weekend's NY Times Magazine. The chances of us falling in love are getting fewer and fewer.
34387,I think the sun and the moon are God's way of reminding us that he's always watching over us.
25295,@inkspotworkshop he'll be 3 in july! I'm just soo stoked!!!!  Especially since he sleeps with us LOL  He refuses to wear diapers anymore
21545,"houstatlantavegas, sooner than later, nov. 18th, a night off, successful . over and over for the last 2837 hours - heavennn"
