,content_mod
6621,#ivealwayswantedtosay sorry to his wife also for moonying her...she was a lovely lady and it was a dare...she did not deserve that!   
8417,thanking god for after elton for allowing me to see the new tw trailer since work blocked youtube and lj   
19751, u callin me grimmy   
22236,  i am glad to break my twitter virginity with you two.   
6533," mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full   "
6201," wow, you still haven't gotten them?   "
7935,just had lunch w/  at jason's deli... then stepped in dog poo   
17307,i want come back to u.s.a.   
18489, - with my friends were in our work   
37510,thanx peeps 4 following me   
4238, do you know of any inside scoop on a station that's anything what kwod was? there's nothing for us now   
29180,my mum would be happy to receive 2 handbags and a card from us today. heheee.   
13148, yes(: but now   
21219, tut tut. isn't charging just fun. thr new palm pre charging platform looks nifty tho.   
17620," oh, that sounds bed..poor girl   "
22699, yay! you finally get to have a trip away from home again! how exciting! you 2 going to shop a bit ?   
23961,gettin ready for school my new converse come in today!   
34244,happy mothers' day to all your moms!   
1355,"gha, off to work - hopefully traffic has cleared up by the time i get there!!   "
9159," i'm getting them this weekend. aw, i really want you to!   "
36813,playing the simpsons game for nitentdo ds light *_*   
14577,"stupid folkestone cinema is only showing star trek 3 times, damn them   "
13922,"ugh, okay i'm going to go shower now  and then shopping with mommy, let's hope i don't pass the fuck out.   "
35718, kirk is hotter than spock   
16452,no so sad about that  i'm from malta have you heard about it ?   
36856, hooray!   
12573,must head back to the office   
23370, yep 14 days whoop   
3037, my internet just crashed  i will ttytomorrow.   
22943,i knew there was a reason i hated cars! 1. too slow! 2. too big! 3. i get car sick! 4. motorbikes are much much much more fun!!   
22293, for the daily random-ness   
38195,"reading my book in the sunshine, goona be a good day   "
30032, - left: this is your brain. right: this is your brain on drugs.   
38455,franco made breakfast for mom. here he's trying to cut the strawberries (only safe knife  #fb    
38436," hehe, funny (the midget thing) ! cheer up alex, and wave from below  is it that you are in germany right now? .. or in spain? ;d   "
4390,i am up - dont want to be though  wish i had slept in more heather woke me up. i've got to work later but first i will read some twilight!   
3382," other people have their glasgow ones, standing and seats, for all nights.   "
10719,i hurt my foot in gym class.   
35967,just came bak from dancing with my neewwww cd  haha im dancing again   
34005," thanks, brad!  looking forward to chatting with you too.. btw, like your new pix!   "
10262,if something doesnt happen around here im gonna fall asleep   
3743,i need something t do like hello... im fucking bored now.  um... yeh...   
6457,is in route 2 da' beach! no sun yet   
13240,thanks timmy.  turns out he has strep and a high fever.   
26660,reeeejuvinated  and bored as hell.   
30168,wishing all the mom's in the world a very happy and relaxing mothers day. may you get to spend the day with your feet up being pampered   
27579,home.going to be a warm day on top of it. is it friday yet?   
1324, ive been there before  haha   
10143,mean people suck.   
16138,so we got our cap&gowns today! senior year is coming to an end soo fayst!   
37150,"a girl in my big hair rock today, black velvet baby  ?    "
10667,was gonna go to my brothers show but still feeling like poo :**(   
27584," sure is rainy! the storm has left everything, everywhere...  would love 4 u 2 follow us   "
37388, gdgd well i better go and get ready for work :| haha have fun tonight  x x   
6722,  u guys are soo unfair smh...   
3783,this is what i had to endure to get prizes of to my lucky winners     
12544, shit your in trouble now  why don't you try with one of those companys that buys your house for you   
36005,what's up!!?    
37693, oh cool!  i'm gonna crash and sleep. i have been like 40 some hours working lol   
38876,just got home from another amazing night   
31638,having dinner  rainforest cafe with laura.   
1118,i wanna be love drunk   
30910,blogging..it's my new passion   
18457, haha... i wouldn't be surprised... the few cute ones here are either taken or straight...   
29926,"got so totally lost that i had to pay for a taxi to get me back to where i was supposed to be. yeah, something like that, lol.   "
12430," thanks for your support as i kept updating, it helps   "
23985,"good morning, twitter community! i just got finished eating a delicious stack of pancakes courtesy of my mom and bisquick.   "
5795, there is no sun here in florida..it's all rainy and cloudy.   
38599," drinking alone after working til 10 pm can be relaxing, or made better by adding one fun person to laugh with.   "
31343, i'm just glad it turned out okay for you!   
9513,all my loved ones are leaving on sunday..... sad   
38080,"right, is too glorious a day to be sat inside....must go and do something more active! have a good day all   "
18014,excuse me ms.gomez who said you could leave   
3768,wish i was home in time for the #jonaswebcast today   
18022, no fair!   
39485,  - hahaha ily ashley u'r like the best in the world   
9594,: i've got a fairly flat route available... the problem is i no longer have a fully functional bike to ride   
27196," morning! i saw that! ridic!  not only insane but stupid, esp in this weather! so glad we don't have to do that!   "
30424,search ryan cabrera & josh kelley  they're really good   
22032,  - haha love you two girl   
25480, hope sequel edits go well   me and my notebook will be looking for a place to sit after pt ;)   
26230,graduates college on saturday   
24857, haha i love the auditions new album   
6326, not even better than kapsel cha  dy nulis notes? spertinya gw ga ditag cuz g ada notificationnya... huhu.   
21724, i'm writing more fanfic.   
798,ups ketauan cabut sama   nih   
13674,  what's all your fault?   
35162, in filipino if u say nakuh grabeh! it's like sayin omg   
13130,damn just spent a week whole of pay on shopping  oh well i'm happy!!!   
31132, man if you gotta whip it you gotta whip it.   
20700,ito en tea apple is delicious!!!!!!!!!! (looks like i need to go to don quihote to buy more!!) goodnight   
6239,has not finished the bio mols mind map  stupid sheet hid sections from me on the back!   
35292,mariana ~ photography by cassone's may 2009 feature   - thanks so much   
37081, thats awesome!!  good idea!!   
35387, have a great sunday wit the kids and mickey   
20179,i just finished first season six feet under   
20783,"has just finished uploading my latest chap  finally! now, off to watch the new happyslip vid :3   "
36722," thank you for accepting my request!! must take care of my little girl, maybe i write back later   "
27948, if i called your cell phone would you let me talk to your teacher?   
12377,symantec ghost image corruption is making me cry   
9239, awwh im sorry  it won't be much longer   
37096,getting ready for our annual old boys hockey competition  let's bring down the students!   
9476,wants to go out and enjoy the weather but is tired and stuck in bed   
36641,most of da time on gtalk ! pls make my follow count 600   
27972,all new implementation of test discovery for unittest. this time in a loader. good start i think.      
36801,driving home after an ok night  iwish   
717,"is taking a moment to reflect...i want my annonymity back,fb!!!!  is it safe to say anything about someone else to another friend again?   "
35792,i just received a mothers day card from my lovely daughter wishing my a happy mothers day     
3694," i can't view anything, gerald. not only am i banned, i can't even read the damn place.   "
23487,on the way to my aunty's   
7192,waiting for  to wake up...... hazin a sad   
21926,cooked chicken soup for the rainy weather   
5010,well can ya please send some luvin to    im sensing deep fiery anger surrounding his presence right now...   
24818, that is so sweet!! have a good day   
19933, she is all grown up   
15703, i wanna go but my car not here...   
36987,sitting down for a nice english breakfast. the one meal they do right   
406,"just finished 8 hours of texas life insurance ce tonight, 22 more hours to go   "
29330,as landice said; uhmazing. you are all uhtterly uhmazing.   - helenuh.   
33235,awesome night in the city   
37145,"i'm not. if it looks like a legitimate profile, i'll counter-follow.   are you picky about who you follow back? why or why not?   "
11749,my throat hurts bad.  tonight is going to be fun.   
28612,kinda doing nothing. life is boring. i feel like changing my look. let's go shopping tomorrow   
13040, were you roaming?? same thing happen to me  so i switched to at&t.   
37320,"got pulled over by a cop, got a warning   "
39034,just came home from my sister where i spent the night   
2909,im really tired.. not much time to sleep   
25789, i like the sound of that   
21179, beating heat with tea?  try some masala chaas   
38336,"yay playing scattegories and being random with joel, may & sherman   "
27560,nothing   
29739,umm yeaa i go to like  or something like that and there pretty good quality   
7546,  pool party? why wasn't i informed????   
4743,"i'm officially on holiday! a week in center parcs, no internets  bye my peeps, see you when i return...   "
37525, yay! i dont have one  lol all of my clothes go in draws... i dont have many and i need a place for my high heel shoes   
37148, follow me baby u said n da chat u will  luv ya goodnite   
1443, been there  sucks like hell.   
28240, lmao i'm glad i'm not the only one   
971,bah i don't think 's fb fan page will get to 7500   
36939,happy mothers day to all..   
9601,"got three grades so far: math11 -> b , acct1b -> a, bio19 -> a. good times to be had. sad about the math grade though.   "
27243,need to go shopping  boring day t'day....nothing to dooo. college tmro...how fuckin' excitin'  wish twitter was simplified for me =] <3   
18461,killer headache  i want my food to be here!   
4016,good morning twitts! another gloomy day in nyc!   
8924,'s hair was on fire right now! ewww it smells   
34585,"phone with kayla, johnathan, and cisco!  woo!   "
26153,  is george still mending the car ?   
30371,otw my to church..   
15248, thanks for the warm welcome! we didn't make plans   because our arrival time was so up in the air.   
24465, yay!!! i'm glad that i'm not the only one who is about to sign away their soul to twitter and facebook!  welcome! xxx   
4541, who is ....lili homie...lili.... and i am black  75% to be exact lol   
24677,snowbear has finally come out...congrats che and warren   
34807," will you uh, marry me?  haha just kidding. kind of. you're hot though. just so you know.   "
20585," lol, yes  hence my wanting to watch more!   "
7419," the signal that makes your internet go is pretty bad  getting a tech out will get that fixed up, though!   "
2483," were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the uk   "
1876,going to work soon   
5005, well piss on that. i can't get into their site  work nor does it come thru on my phone.   
9804,watching the uninvited in my room. can't wait to go home. but i have to go to the deid first.   
30468, looking forward to the reading this post as i like your 'no bullshit' writing and often learn a few things   
10817, i don't know  i haven't heard from lorraine recently.   
24831, nope... it is telling you that you want cameo creams   
3197,morning all....beautiful day...best go enjoy some sunshine before i have to go to work...unfortunately   
14848,  hope your day gets better soon!!   
32148, lovin' your performance on snl tonight... so damn funny!!!   
5593,"ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours   "
2870,  what's that? the sun? no sign here   
31522, the fever's gone ... thanks jen!   
8252," i'd have responded, if i were going   "
5983,i get to drive my dad to the airport so he can fly to vegas for the wsop... i wanna go to vegas...   
23989,"hard to start the week after a long fun sunny weekend of tennis, free food and drink, and very nice people. 5 days to go until next round   "
16476,getting ready for my graduation party ........(id much rather be at hello marquee or dane cook)   
37074,"shooould be sleeping already, but got caught up watching some late night 'roseanne'. officially off to bed after the next episode!   "
2066,rain rain go away   
31835, jia you !   
11987," sadly no, i'll be going to the killumbus show. i really want to but no one wants to drive me there   "
22103," i'm a huge fan of take that since i was a baby.. yeah, 6 months really feels like 5 months.   "
11293,  stop itt!   
27236," she's good. trying to suss out chap 7 when i'm not working. trying to suss out a lot of things, but meh, you know whatever!   "
36541, joe's version is pretty but it's a sleeper.  shouldn't be played at 1am.   
5003,up. showered. struggling for the drive to get out the door. i'm gloomy. i miss my sway.   
31760, been there done that. it always ended up with me selling the machine and going back to my mac   
39958," lol or maybe it's the tooth fairy, takes 'em to keep all the kiddys  teeth safe in   "
27225," i love you so much tay (: youre so amazing <3 you should come to denmark, we love you here   "
10793,elliott claims steak and shake has been doing this for months...not exciting anymore...   
34620, memphis and rcw both have all new songs.  should be good.   
15780, one day my hugs will come    *fingers still crossed*   
18376,...nomore adventure time   
27885,  requested the date - and he is the guest of honour after all...   
24134,gotta share this      
1903,wow i must have been tired. i fell asleep  exactly the start of the 10pm news & now up as if its 8am.   
28901,"  being a fan is certainly not about being attractive. but, if you like the pink, to each their own  #canucks   "
21858,just cos i dont have an ipod touch yet - doesn't mean i can't look at some apps! they're sooo cool.  twittering in school? awesome!   
7647,i should've known something would go wrong. the van is having problems. oh please tell me it will not cost us an arm and a leg   
24187,yeah! i'm going to makati cinema square with my dad later. haha!   
14422,"damn rain!!!!! oh well, looks like the only football i'll experience today is the fa cup final!   "
7855," wish i could listen but because i'm from canada, the website won't let me!   "
17043, poor dead josh.   please leave your messages of condolences there. #boy #rip ||| that's sad.   
27010, saw you walking back from starbucks. i was in the orange beetle   
537, still!! give your computer a break omg   
30652,just finished ysc runthrough for service! it's gonna be awesome!  -    
9152,i just cried whilst watching hollyoaks  .. i need a life! lol   
19965,theres a fricken prisnor trans outside r hotel!  3/10 so far   
9788, i know im inlove with   actually..   
16793,just realized it is friday and b/c of a party i don't get to go racing.   
34287,"done at disneyland, kid's knocked out, stopped by the hotel bar and grabbed a grey goose & tonic on the way up...peace   "
11301, my knee is hurting so bad im limping...so we get to suffer through work together   
6479, i was supposed to go to philly as well....bailed out last minute   
24383,"has got my xbox back  , i have a really sore knee cant walk   "
8592," ha! finally found someone i know! happy summer kaylee, too bad i dont get to kick next to you anymore   "
7535,heading out to the park with the kids - hope it does not rain -looking cloudy?   
22108, 2nd breakfast !? i want more food =/ lol. tweet me what breakfast you're having  loooooolding'   
14595,"my sister is having a stupid party && i wanna hang out with my friends, but hilly won't txt me back...   "
35201,third date went well....moving on to fourth!!!!!!   
19805,"trying out a new twitter client, can't seem to get a new theme applied to destroytwitter   "
34540,constructivist learning theory - anybody? oh wait..... there's always wikipedia right?!   
33492,happy mothers day  going to the zoo... i have to wake up at 9:30 oh god noo!!!   
23510,"has just finished watching masterchef. surprisingly (perhaps), it's good   "
8155,i'm trying to find a pic for twitter but all that  ihave are too big or can't upload. so i shall remain faceless  lol   
38153, lol...hiiii yourself. maybe lay off the patron and down a bottle of water!   
16493, i don't have texting.....   
13850, don't think you would be happy if you were...   
17146," ouch, thats your achy back...so sorry ... i didnt mean to cause you pain   "
31227,fawxing crayons   
1383, baby help me with math   
26807,going to get a pedicure and the to cpk for lunch   
30996,as we were disembarking  tswassen we saw a pod of killer whales ^^ i'd just finished pointing out that i'd never seen bc killer whales.   
11717,perky purple nail polish isn't as perky when its chipped   
14579," no he sabido nada de ti, this is making me a bit sad i must say!   "
17449,i don't saw the movie   
38654,looking at the pix from #dbuc09 - seems like everyone was doing good stuff - *almost* wish i wasn't in nice at the time   
27644,hey  bye bye  was fun too   (robluketic live > )   
36582, jessiebear  i need to think of more names to call you..   
21493," i do my humble best  going on a works paintball day soon so that should fuel a few strips, no doubt   "
14031,is missing tampa   
23732, i know exactly what you mean. my treats are more 'awhile' than 'once in'   
38805,"  you are now famous in houston, take a look     "
6835,how do you forgive yourself for hurting the one you love the most?   
26536, but you look soooo cute sunburned baby!!!   
34625, what was itt!?   
31838, thank you so much   
6064,irritated that i can send emails but not receive them!   
30941,god is so good!!   
28599,dyed my hair. .back to black   
10647,"home, don't feel like going to work tomorrow   "
10907, lmao! i don't fake being paris anymore. look at my bio ;) and by the way i can't log onto your forum...   
4483,"fml, i cant loose another friend   "
19550,"1.2 mile run and 450 meter swim, things are looking better and better... laying off the bike today   "
18107,"this really sucks, i'm supposed to be home in a couple of days and i'm not  i hate borders and visa's.   "
34846,my first 'star trek' anything was really entertaining.. now if i can just see harold fly the enterprise to 'white castle'   
9552, aww  ok well just let me know what she says hah <3   
33405, the iphone   
15004,is confused   
27100,  i don't like demi...i like la la land and don't forget. do you like ashley tisdale??   
28561, you have to follow me before i can dm ya   
3223,you fooled me!   
34938,making yet another attempt to attend church on a sunday morning!  looking forward to it y'all.   
38,has work this afternoon   
13007,so tired and i have work at 5pm  #fb   
39189, does clapping bring them back to life?   
8422, oh no!!    i wish i could lay out in the sun!!  i have no garden...lol   
11289,   
8374,arrghh stupid eczema      i have to go soon. sort it out! :/   
23010," welcome, found her yesterday by accident.   "
22980,one year with emily. wow!  (l)   
29054," ease of use, better camera, syncs w/itunes, smaller (i looked at storm), more eye-appealing & not clunky. -just a few!   "
27819, i used to love you lol...so awesome...i knew you'd have an experience last night   
37526,word to yer mother!!   \m/   
27806,applying for part time jobs.  lmao hopefully someone needs some help. ~ap~   
24946, i hope you like your new sat nav   
35559, new post   
3280,i want to play parachute games.   
16112,why does it matter who marries who as long as youre happy....i find it so wrong to say ok u two can marry but you cant   
12075, are you all going without me   
27977,ooooo i am playing around with my book'smovie trailer (whn i'm not writing of course) & it looks gooooooooood!  i need a release date   
29830, i love that song   
30091,oh emm gee!! quebec in 16 days. i am so excited.   
7859, eek can't wait to see it!! as well as everyone elses. gahh i don't know what i want  lol   
6417,i wish my drems could come true   
35707," nope, not done yet   "
37785, i did notice more men with kids in stores on sat.i am heading to church and sing in the choir in the 1st & 2nd services.   
21435, i can smack your head for you   
38744,happy mothers day. havent got mom a present yet? print off an amazon gift card for her!     
31837,", goodnight   "
17687," i wasn't  i was with the bf at the time, and am now omw to class. what is this new kaggra,?   "
29381," aww thats so awesome, i can imagine your little one with a head full of curly hair - i adore leigh, shes so great   "
6980," i cant take any chances on them being sold out, when they were in atx  i waited to long.   "
33447,venti black ice tea with 8 pumps of classic   
11400, at work!! agh i really need to go with you  what days do you go so that i can add it to my schedule!   
12042,"ugh, not sure i have the patience or remaining intelligence at this point in the day (week?) to refactor and rewrite this package of code   "
3204, ohhh i wanna go  gahhh but i dunnooooooo :s me confuzzzledd should i or not???   
29280,"hmmm.. if i skip the grocery store and head to walmart, i could potentially leave with so much more.   "
28417,"apparently ashland is never going to tell me if i got the scholarship.  still my day off  2nd cup of tea, still on the couch!   "
9105,site of our first date - macri's deli - closed.  lunching at favorite local greek spot - the trojan horse - instead.   
13940," bummer, bro, sorry to hear that   "
13777, i have no denial for this because it is the fucking truth   
30251, thank you for the follow friday love   
8515,fighting a migraine   medication is almost working.   
18858,taking a break from sewing to do some dishes   
19299,sometimes i forget my favorite porn stars are real people too.  made orange chicken last night and cut his finger off! sad!   
27591,"time to add some more rfid-ed object to send messages to twitter everytime i use them - 2 more coffee cups, armani code, pantone 109 mug   "
1268,off to my psychology class.   
15501,you people have no idea how depressing it is being at a steakhouse and not being able to eat   
18648," - former pawnshop were jimi hendrix got his 1st guitar, seattle. now a check cashing joint   "
7067,no more mtn. dew in mini-fridge.   
28852, thanx love   
10940, so jealous...see if you can get some dallas concert tix out of her...it's all sold out!!   
8000,argh! why why why   
1527, i'm with you...been up till 5-6 for the last few nights...   
39792," yay, so the nekkid writing is working then?you keep warm now! am in awe of the 6k - am always cactus by 5. good luck   "
23411,"right i now need breakfast. let's see if i can make it while tweeting ;-) what am i thinking, i'm a bloke, multitasking is out lol   "
6775, your dm never sent   
17705, thank yooou! i might have to get it seen to... hm...  xx   
7436," haha yeah this is improving my nite big time!!  i have to make a skype call soon tho, so will have to tear myself away..   "
3511,never has a 2pm finish looked so enjoyable. pity i'm teetotal for another week   
4508,why doesnt he want me anymore   
21819,"just arrived at , on about 150 fellows i can't see a girl!   "
2452," u ever jus fell like damn, i jus want to cake it n lay next to ur baby...watch movies chill freak on all night...   "
845, i know right  but hopefully something comes up though   
25907,mother's day is this sunday.... don't forget to send her something special     
34399,what better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? our wine was a red   
30714,thanks guys! 200 followers   
39790," ill call you on my home phone to your home phone    after dinner tho! coz im almost ready to eat, is that ok? xx   "
700,tummy ache.   
25888, i got you today   
14853,: sorry forgot that   
8238,"jonas and demi, i miss you  / niiick, in my soul, asasgdygyasdgy ?   "
10619,deadlines!   
30234," something for you is on its way in the mail to your pj address, just fyi   "
7244, womp womp woooomp!   
38150,mother's day - cherrylolita: thats not true. my bad - i didnt check it  thank you     
26885, it was my pleasure playing guitar for you!  so fun   
2498,hmz... second most popular page on this governmental site is the 404 page... fail   
12426,new york from 1500ft looks rather good. last night in the big apple.   
12495,i miss our walks home together   
7656, hugs to you for not being able to shag crush anymore  x   
16699,i feel sick  thanks band kids.   
21559,have been practicing for the last 40 minutes. i don't think 40 minutes will suffice for 7-days worth... more later   
30348," just nothing perfect in life, darn it!   "
4668,charley horses in both legs all night. what the fuck?   
6433, oh my god. i can't do the end of the dance  *sob*   
2045," i know man, my day off and am pulling myself out of bed   "
28611," lol, get to your bed   "
33931,jb on the front of factor x!!!!! wooh contest timeee   
37175,happy birthday to  !   
31909,happy mother's day to all the mommies!!!!!   
3949, re:headaches my wife is in the same situation and has finally decided to go with meds because its just too much   
38662, thank you for the link...very cool...see you on monday!!!   
19892, i would but i have nowhere to go and no one to go with   
38658,"mother's day breakfast is over, getting back to work now. back on rails   "
14243,"omg, my mom just called... im too late... hes gone   "
33722, thanks for following   
2455,i'm so mad that im going to be missing the maine tomorrow because it takes all effing day to fly to florida   
20870,"- arrggh kids that won't settle....need some kava for liam, that'll sort 'em...   "
39181, i hope he does ; join  and you'll find one   
32641, so it went well.  andrea   
34614, thanks!!   
24058, i'm so glad   
479, i'ma need you to follow me real quick cause i can't dm you   
28996,"good morning, everyone!   "
15440,my dad and joe nugent drank nearly all the ice tea  i only have a bit left. quite miffed tbh   
3837,rain got so big weather so cold right now   
23110, - and also these hi top reeboks.  cause i can   
37471,", whered you end up going? i stayed in & watched snl, one of the funnier shows theyve done this season.   "
21183,"plans for today, cleaning, washing clothes & cooking a pork dinner! weather here is bit dull.  hoorah for bank hols though   "
25583,posting my first tweet!!   
32551, edgefest!  or maybe  since you're driving...   
11736,made my dad kool aid and it taste like shit   
34683, want to learn how to make flowers????   
27676," wow, i can sleep with my eyes open, tis amaze *i lie*   "
39565, thabks! this made me feel very special!   
19164,i missed your calls   
38932, hahahah lols you have fun with that aye  i had the div too ) the experience but i love my spongebob ) (l)   
4147,can't understand why i'm not getting any response   
18488,argh!! watching batman   
15525,"last day of holydays, gotta get back to work    anyway, 2 great weeks   "
30163,i make delicious pasta   
9528,my followers went from 22 to 20  i'd follow you back but i cant do anything till i get interwebnet! i want more followers. im interesting!   
10035," i got 2 much 2 do 2nite 2b bored. in bath still hav wash, dry, straight hair, get clothes ready etc   "
15472,alcohol  toncilitus  but alcohol cancels it out   
16239,sadness  the top horde guild that i liked disbanded.   
10237,is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today   
23605,just came 11th in cross country and beat dumbo   
30266, what kind of party do we got going now?   
1341,boo  rabbits pisses on people you know that   
28394," thank you  btw, if u're wondering, you can check out the fuel brand here (  )   "
17783, thanks for trying   
5110," oh, i see what you mean. that is true if they are used improperly, which we know they are.   "
15670,new tattoo design = check.  placement = no idea.   
21333,"sometimes after a long weekend, you just need good conversation. thanks bro   "
25515,my name is toggling in and out of google suggestions help me by searching more for ganesh jaju and clicking on some link   
24557, thank you!   
39682, i look forward to that. if u ever write 5 things a misanthrope must do to be at peace w humanity i'm up for that as well   
4899,i got ill and tomorrow ive got birthday...   
3329,  you've got to love fly tippers:   worst i've seen is a dead mule dumped on holmbury hill.   
26803,good morning sunshines!   
7930, i love you <3  host me lmao   
25556, well now i'm gonna be on a mission to find their music   
1365,brake time!! nothing for lunch. tonite.   
26954, why windows vista   
32731, i sorry sweetpea... almost over with!   
34898, - yeyy..   
17804,me salvem   
4252, i give it 2 snaps down  how's work going?   
23725," i live for pain, bring it on   "
11225,big booming thunder storm almost here.  maybe we can all go home early???  ah... probably not.   
12156,hours of refusal upon realisation that tomorrow's #morrissey gig at brixton is postponed.   only been looking fwd to that for 6 monthsish   
31486, yes he is hot. you all make the perfect pair. very sexy and stylish. have a wonderful mothers day   
15911," yeah i'm not shy doing everything that i can and still nothing   check out my sale, no bites yet   "
11085, i didnt get his  tweet   
4924,rainy day today.  no car so we're stuck in the house   i needed to go to the post office too...bastards   
10596, looks nice.... never knew vhs had such a short life span... hope my fav vhs is not dead   
99, cayogial i wanted to come to bz this summer :/ not so sure anymore... a teacher's life in the summer sucks   
22045," its because i put radio 4 on by mistake..i'll have a cup of tea and a shower, then i'm sure all will fine and dandy, thanks   "
13276,you know what it is to see people you love most in his country and could not get closer?   
29754, no code i think  coined the phrase hottie switchfoot guy for tim hsg for short  ~wendy~   
30478," i'll try and find when they do it again, film it.   "
37555,send movie recommendations my way please anyone   
18295,"has just finished reading twilight and thought it was crap...okay, it was alright...okay, i love it and really wanna read the next one   "
11206,just realized tonight's drake   
8011,is waiting for sumone to come online   
31505, v?a cn m?c 800/day t?i qua   
33717, lol yeah i guess you have a point   
8704,r   that squeeze bacon looks like poop   
17658,"prayin for dad  in wellington, fl  (via ).  i too live in welly. may i pray f..    "
36482,surprisingly liked star trek (contrary to the theory that star wars fans are anti trekkies)   
5822,trying my best not to share this lovely head cold   
27912," don't worry though,he will be fine   "
2734, hardly :/ some of my furniture is being shipped from who knows where and is backordered  i may cancel and shop local.   
1120,4 cases of swine flu!   
17590,trying to fix my internet connection...guess my 'prayers' have been answered and i wont have any study distractions  ugh   
22136, but i think it's cute.  do this every night okay?   
17855, he already got a shot at having his own show and didn't prove himself   
30554," oh man, that's rough.  sounded like the weekend went well!  get some sleep   "
39644,"ssshhh everybody, i think  is asleep... don't disturb him.   "
8624, actually maybe not - it's sold out for sat lunch   
7266,sunburn ouch   
9803, he's really not into new people  i dunno em but he said he'd try   
36074,rblpnqte : sheesh i am sending one up to you .  i think you could use it  lol rb delux... ?    
10114,no yonkers news posts until june 2 because the newspaper furloughed me   
6904, cant believe tila tequila was in ct and i didnt know... so upset   
39158," (but they're the awesome quotes, not the corney ones!  )p   "
6586,"chilling on the sofa, i hate vaccinations, i feel sooo ill   "
30022,finally home sweet home   
15488,"i wonder who that thomasvanvliet is. maybe you can help me, because i've just inherited $20000000! can't withdraw it   "
16070,av ad a realy gd day wiv ciara connolly at  park gate west kirby and new brighton.. fukin funny bt sunburnt.. luks like drivers arm   
32496,have you ever been so exhausted your entire body aches? i'm there! lights out - goodnight little tweets...sleep tight   
25192, ha ha - how much?  thanks for starting to follow me.   
34512,back home in palmdale. in bed with my mommy   
20598, with your bicycle?   
18769," i'm a jerk...  now i can't go out    dammit frank, why do i suck so bad?   "
6743," i think that boat sailed my friend... the few cco's that had them, had them months ago....  i wish you luck though...   "
33706,"fuckkk i need sleepppppppp lol, happy mothers day mummy   "
1292,need a camera blower.. my camera censor is dirteeh..   
30739, just saw a baby blue regal with the word slab written in huge letters on the side  hahaaaa   
35828,well.. i just saw the dead zone for the first time. its a good tv show.  is back   
28107, if it doesn't work out drop me a line. i would love to talk with you more about this   
39703,"listening to apparat, about to make bacon and eggs.  surprisingly functional this morning   "
37676,starting twitter   
29425,reds win! great end to a great day   
21006,watching short stack tv   
13837,noooooo worst news ever today my tattoo artist is moving omg what am i going to do!?!?!?!?   
35267,back from melly's party... i had fun...  i'm sleepy now...   
39611,speakerphone with the bestie  love that kid    
34985,back from uminaa   
38325, dunno. maybe the flu. i feel a bitbetter now.   
22528," hey, nothing wrong with that!   "
22725," thanks so much my dear damali - prayers worked, as i am much better, god willing!  rested! lots!  xoxo   "
29058," wow, you mom has a lot of energy. i'm getting tired just reading your tweet and ur living it.   "
2529,in the emergency room with my cousin. she's got mad flu and can't walk or breathe.  why are hospitals always so cold?   
12664,phone is still blocked only my fav 5 can cll me   
3126, i got bored   lunch time?   
24613, good morning! got to be afternoon in germany   
10848,"welcome  !!! let me suggest to you  and . you'll love 'em! in other news, my algae fish died today   "
34534, waaa you too   
1677, - i miss this place   
37004,wishes happy mothers' day to all moms out there.   
14248,"this twitter shit kan eat the gun now ....an i don't even be goin in smfh, over reactin 4 nothin, i need 2 stay strong   "
15253,a lovely couple of days with friends from wolverhampton. at least the weather improved for their last day today. on call tomorrow   
10565, can you follow me please?   
25023,"off.  have a good star wars day, fonz day, dancing taco day, whatever you celebrate, it's all good!   "
12855,"  yes thanks, its been great. soooooo not looking forward to monday   "
33436," lol. thanks, penny. i'm trying to believe you.   "
25865, i appreciate the effort. my skin is much softer than your screen   
2524," aww  sick? and i hate soup, too   "
7885, oh and i dont know how to get twatter mobile to work.   
39047,my miss doesn't read my tweets so she wouldn't know that the emo guy won #dsds   
13330,goin to work....   
14314, haha.  weird?!?  no sunshine for us   
27030,happy monday everyone! loving the new arrangement in my family room   
8977," sorry, that's probably my fault.   "
15692," ha! thanks bryan! and don't remind me about the state budget issues.  actually, steve only has 6 staffers in 3 offices.   "
7658, geez! one time in a row.. patience! good things comes to those who patience. lol. i wish i could sleepover..   
16693, k ??? what??? no way!!!! no   
641,thinking about getting up for work   
12863, ~ sorry the response to my assistant job has already been filled. please check back soon.  i'm sure she will not last long.   
33537,happy mother's day to all the mommies out there...we love you.   
12452, i totally agree! and there's no way to avoid it   
28649, i  have a visual.  i'm smiling.    see   
18283, maaan if i wasnt in pain i'd come. i wanna come  eat some 4 me lol *rolls eyes*   
8458, no i haven't made my page yet.  had to work   
30166,im kinda bored anyone else i think ill listen to some hip hop its pretty good you should check it out    
12508,puppy i wanted was adopted yesterday  i guess my dogs don't get a little brother anytime soon. but at least he isn't in a shelter now   
31500,the curious case of benjamin button!!!!! i'm so excited about this fucking movie   
23304,": hmmm, wrong link, ignore my tweet   "
30806," alright, sorry. but i think you should go anyways   "
8504,lunch isn't until 1:00 but i'm already so hungry.   
